phrase	pos	var	phrase_ipa	expected_ipa	phrase_shaw	expected_shaw	classification
venire facias de novo	NN1	RSSB	vɪnaɪəriː feɪʃɪas deɪnəʊvəʊ		𐑝𐑦𐑯𐑲𐑼𐑰 𐑓𐑱𐑖𐑦𐑨𐑕 𐑛𐑱𐑯𐑴𐑝𐑴		unknown
venire facias de novo	NN1	GenAm	vɪˈnaɪəriː ˈfeɪʃɪas deɪˈnoʊvoʊ		𐑝𐑦𐑯𐑲𐑼𐑰 𐑓𐑱𐑖𐑦𐑨𐑕 𐑛𐑱𐑯𐑴𐑝𐑴		unknown
milk toast	NN1	RSSB	ˈmɪlk təʊst	mɪlk təʊst	𐑥𐑦𐑤𐑒 𐑑𐑴𐑕𐑑	𐑥𐑦𐑤𐑒𐑑𐑴𐑕𐑑	matches
milk toast	NN1	GenAm	ˈmɪlk ˌtoʊst	mɪlk təʊst	𐑥𐑦𐑤𐑒 𐑑𐑴𐑕𐑑	𐑥𐑦𐑤𐑒𐑑𐑴𐑕𐑑	matches
bismuth subsalicylate	NN1	GenAm	ˌbɪzməθ ˌsʌbsəˈlɪsɪˌleɪt		𐑚𐑦𐑟𐑥𐑩𐑔 𐑕𐑳𐑚𐑕𐑩𐑤𐑦𐑕𐑦𐑤𐑱𐑑		unknown
cobra effect	NN1	RSSB	kəʊbrə ɪˈfekt	ˈkəʊbrə ɪˈfekt	𐑒𐑴𐑚𐑮𐑩 𐑦𐑓𐑧𐑒𐑑	𐑒𐑴𐑚𐑮𐑩𐑦𐑓𐑧𐑒𐑑	matches
cobra effect	NN1	GenAm	ˌkoʊbrə ɪˈfekt	ˈkəʊbrə ɪˈfekt	𐑒𐑴𐑚𐑮𐑩 𐑦𐑓𐑧𐑒𐑑	𐑒𐑴𐑚𐑮𐑩𐑦𐑓𐑧𐑒𐑑	matches
nomen sacrum	NN1	GenAm	ˌnoʊmən ˈsækrəm		𐑯𐑴𐑥𐑩𐑯 𐑕𐑨𐑒𐑮𐑩𐑥		unknown
nomen sacrum	NN1	GenAm	ˌnoʊmən ˈseɪkrəm		𐑯𐑴𐑥𐑩𐑯 𐑕𐑱𐑒𐑮𐑩𐑥		unknown
fat bike	NN1	RSSB	ˈfætbaɪk	fæt baɪk	𐑓𐑨𐑑𐑚𐑲𐑒	𐑓𐑨𐑑𐑚𐑲𐑒	matches
fat bike	NN1	GenAm	ˈfætˌbaɪk	fæt baɪk	𐑓𐑨𐑑𐑚𐑲𐑒	𐑓𐑨𐑑𐑚𐑲𐑒	matches
cathead biscuit	NN1	RSSB	ˌkæthed ˈbɪskɪt		𐑒𐑨𐑑𐑣𐑧𐑛 𐑚𐑦𐑕𐑒𐑦𐑑		unknown
cathead biscuit	NN1	GenAm	ˌkætˌhed ˈbɪskɪt	ˈkætˌhed ˈbɪskɪt	𐑒𐑨𐑑𐑣𐑧𐑛 𐑚𐑦𐑕𐑒𐑦𐑑	𐑒𐑨𐑑𐑣𐑧𐑛𐑚𐑦𐑕𐑒𐑦𐑑	matches
Doberge cake	NN1	GenAm	ˈdoʊbɒʃ		𐑛𐑴𐑚𐑪𐑖		unknown
Doberge cake	NN1	GenAm	ˈdoʊbæʃ		𐑛𐑴𐑚𐑨𐑖		unknown
Doberge cake	NN1	GenAm	ˈdoʊbæʒ		𐑛𐑴𐑚𐑨𐑠		unknown
Michaelmas term	NN1	RSSB	ˈmɪkəlməs tɜːRm	ˈmɪkəlməs tɜːRm	𐑥𐑦𐑒𐑩𐑤𐑥𐑩𐑕 𐑑𐑻𐑥	𐑥𐑦𐑒𐑩𐑤𐑥𐑩𐑕𐑑𐑻𐑥	matches
Michaelmas term	NN1	GenAm	ˈmɪkəlməs ˌtɜːRm	ˈmɪkəlməs tɜːRm	𐑥𐑦𐑒𐑩𐑤𐑥𐑩𐑕 𐑑𐑻𐑥	𐑥𐑦𐑒𐑩𐑤𐑥𐑩𐑕𐑑𐑻𐑥	matches
Easter term	NN1	RSSB	iːstəR tɜːRm	ˈiːstəR tɜːRm	𐑰𐑕𐑑𐑼 𐑑𐑻𐑥	𐑰𐑕𐑑𐑼𐑑𐑻𐑥	matches
Easter term	NN1	GenAm	ˈistər ˌtɜːRm	ˈiːstəR tɜːRm	𐑦𐑕𐑑𐑼 𐑑𐑻𐑥	𐑰𐑕𐑑𐑼𐑑𐑻𐑥	divergent
Trinity term	NN1	RSSB	ˈtrɪnɪti tɜːRm	ˈtrɪnɪti tɜːRm	𐑑𐑮𐑦𐑯𐑦𐑑𐑦 𐑑𐑻𐑥	𐑑𐑮𐑦𐑯𐑦𐑑𐑦𐑑𐑻𐑥	matches
Trinity term	NN1	GenAm	ˈtrɪnəti tɜːRm	ˈtrɪnɪti tɜːRm	𐑑𐑮𐑦𐑯𐑩𐑑𐑦 𐑑𐑻𐑥	𐑑𐑮𐑦𐑯𐑦𐑑𐑦𐑑𐑻𐑥	matches
porcelain goddess	NN1	RSSB	pɔːRsəlɪn ˈɡɒdes	ˈpɔːRsəlɪn ˈɡɒdes	𐑐𐑹𐑕𐑩𐑤𐑦𐑯 𐑜𐑪𐑛𐑧𐑕	𐑐𐑹𐑕𐑩𐑤𐑦𐑯𐑜𐑪𐑛𐑧𐑕	matches
porcelain goddess	NN1	GenAm	ˈpɔːRsəlɪn ˈɡɒdəs	ˈpɔːRsəlɪn ˈɡɒdes	𐑐𐑹𐑕𐑩𐑤𐑦𐑯 𐑜𐑪𐑛𐑩𐑕	𐑐𐑹𐑕𐑩𐑤𐑦𐑯𐑜𐑪𐑛𐑧𐑕	divergent
porcelain goddess	NN1	GenAm	ˈpɔːRslɪn ˈɡɒdəs	ˈpɔːRsəlɪn ˈɡɒdes	𐑐𐑹𐑕𐑤𐑦𐑯 𐑜𐑪𐑛𐑩𐑕	𐑐𐑹𐑕𐑩𐑤𐑦𐑯𐑜𐑪𐑛𐑧𐑕	divergent
worship the porcelain goddess	VVI	RSSB	wɜːRʃɪp ðə pɔːRsəlɪn ˈɡɒdes	ˈwɜːRʃɪp Ð ˈpɔːRsəlɪn ˈɡɒdes	𐑢𐑻𐑖𐑦𐑐 𐑞𐑩 𐑐𐑹𐑕𐑩𐑤𐑦𐑯 𐑜𐑪𐑛𐑧𐑕	𐑢𐑻𐑖𐑦𐑐𐑞𐑐𐑹𐑕𐑩𐑤𐑦𐑯𐑜𐑪𐑛𐑧𐑕	divergent
worship the porcelain goddess	VVI	GenAm	ˈwɜːRʃɪp ðə ˈpɔːRsəlɪn ˈɡɒdəs	ˈwɜːRʃɪp Ð ˈpɔːRsəlɪn ˈɡɒdes	𐑢𐑻𐑖𐑦𐑐 𐑞𐑩 𐑐𐑹𐑕𐑩𐑤𐑦𐑯 𐑜𐑪𐑛𐑩𐑕	𐑢𐑻𐑖𐑦𐑐𐑞𐑐𐑹𐑕𐑩𐑤𐑦𐑯𐑜𐑪𐑛𐑧𐑕	divergent
worship the porcelain goddess	VVI	GenAm	ˈwɜːRʃɪp ðə ˈpɔːRslɪn ˈɡɒdəs	ˈwɜːRʃɪp Ð ˈpɔːRsəlɪn ˈɡɒdes	𐑢𐑻𐑖𐑦𐑐 𐑞𐑩 𐑐𐑹𐑕𐑤𐑦𐑯 𐑜𐑪𐑛𐑩𐑕	𐑢𐑻𐑖𐑦𐑐𐑞𐑐𐑹𐑕𐑩𐑤𐑦𐑯𐑜𐑪𐑛𐑧𐑕	divergent
earth pig	NN1	RSSB	ɜːRθpɪɡ	ɜːRθ pɪɡ	𐑻𐑔𐑐𐑦𐑜	𐑻𐑔𐑐𐑦𐑜	matches
earth pig	NN1	GenAm	ˈɜːRθpɪɡ	ɜːRθ pɪɡ	𐑻𐑔𐑐𐑦𐑜	𐑻𐑔𐑐𐑦𐑜	matches
J/psi meson	NN1	RSSB	ˌdʒeɪ ˈsaɪ ˈmiːzɒn		𐑡𐑱 𐑕𐑲 𐑥𐑰𐑟𐑪𐑯		unknown
J/psi meson	NN1	GenAm	ˌdʒeɪ ˈsaɪ ˈmiːzɒn		𐑡𐑱 𐑕𐑲 𐑥𐑰𐑟𐑪𐑯		unknown
J/psi meson	NN1	RSSB	ˌdʒeɪ ˈsaɪ ˈmezɒn		𐑡𐑱 𐑕𐑲 𐑥𐑧𐑟𐑪𐑯		unknown
J/psi meson	NN1	GenAm	ˌdʒeɪ ˈpsaɪ ˈmeɪzɒn		𐑡𐑱 𐑐𐑕𐑲 𐑥𐑱𐑟𐑪𐑯		unknown
Lantern Festival	NN1	RSSB	læntəRn ˈfestɪvəl	ˈlæntəRn ˈfestɪvəl	𐑤𐑨𐑯𐑑𐑼𐑯 𐑓𐑧𐑕𐑑𐑦𐑝𐑩𐑤	𐑤𐑨𐑯𐑑𐑼𐑯𐑓𐑧𐑕𐑑𐑦𐑝𐑩𐑤	matches
Lantern Festival	NN1	GenAm	ˌlæntəRn ˈfestəvəl	ˈlæntəRn ˈfestɪvəl	𐑤𐑨𐑯𐑑𐑼𐑯 𐑓𐑧𐑕𐑑𐑩𐑝𐑩𐑤	𐑤𐑨𐑯𐑑𐑼𐑯𐑓𐑧𐑕𐑑𐑦𐑝𐑩𐑤	matches
ang pow	NN1	GenAm	ɒŋˈpaʊ		𐑪𐑙𐑐𐑬		unknown
Old Serbo-Croatian	NP0	GenAm	ˈoʊld ˌsɜːrbəʊkrəʊˈeɪʃən		𐑴𐑤𐑛 𐑕𐑻𐑚𐑴𐑒𐑮𐑴𐑱𐑖𐑩𐑯		unknown
Arte Povera	NP0	RSSB	ɑːRteɪ pɒvərə		𐑸𐑑𐑱 𐑐𐑪𐑝𐑼𐑩		unknown
Arte Povera	NP0	GenAm	ˌɑːRteɪ ˈpoʊvərə		𐑸𐑑𐑱 𐑐𐑴𐑝𐑼𐑩		unknown
booty shorts	NN1	GenAm	ˈbuti ʃorts	ˈbuːti ʃɔːRts	𐑚𐑫𐑑𐑦 𐑖𐑪𐑮𐑑𐑕	𐑚𐑵𐑑𐑦𐑖𐑹𐑑𐑕	divergent
rainbows and unicorns	NN1	RSSB	reɪnbəʊzənd juːnɪkɔːRnz	ˈreɪnbəʊz N ˈjuːnɪkɔːRnz	𐑮𐑱𐑯𐑚𐑴𐑟𐑩𐑯𐑛 𐑿𐑯𐑦𐑒𐑹𐑯𐑟	𐑮𐑱𐑯𐑚𐑴𐑟𐑯𐑿𐑯𐑦𐑒𐑹𐑯𐑟	divergent
rainbows and unicorns	NN1	GenAm	ˈreɪnboʊzənd ˈjunɪkɔːRnz	ˈreɪnbəʊz N ˈjuːnɪkɔːRnz	𐑮𐑱𐑯𐑚𐑴𐑟𐑩𐑯𐑛 𐑘𐑫𐑯𐑦𐑒𐑹𐑯𐑟	𐑮𐑱𐑯𐑚𐑴𐑟𐑯𐑿𐑯𐑦𐑒𐑹𐑯𐑟	divergent
rain fire and brimstone	VVI	RSSB	reɪn faɪərən brɪmstəʊn	reɪn ˈfaɪəR N ˈbrɪmstəʊn	𐑮𐑱𐑯 𐑓𐑲𐑼𐑩𐑯 𐑚𐑮𐑦𐑥𐑕𐑑𐑴𐑯	𐑮𐑱𐑯𐑓𐑲𐑼𐑯𐑚𐑮𐑦𐑥𐑕𐑑𐑴𐑯	divergent
rain fire and brimstone	VVI	GenAm	ˈreɪn ˈfaɪəRən ˈbrɪmˌstoʊn	reɪn ˈfaɪəR N ˈbrɪmstəʊn	𐑮𐑱𐑯 𐑓𐑲𐑼𐑩𐑯 𐑚𐑮𐑦𐑥𐑕𐑑𐑴𐑯	𐑮𐑱𐑯𐑓𐑲𐑼𐑯𐑚𐑮𐑦𐑥𐑕𐑑𐑴𐑯	divergent
rain fire and brimstone	VVI	RSSB	reɪn faɪrən brɪmstəʊn	reɪn ˈfaɪəR N ˈbrɪmstəʊn	𐑮𐑱𐑯 𐑓𐑲𐑮𐑩𐑯 𐑚𐑮𐑦𐑥𐑕𐑑𐑴𐑯	𐑮𐑱𐑯𐑓𐑲𐑼𐑯𐑚𐑮𐑦𐑥𐑕𐑑𐑴𐑯	divergent
Sutton Coldfield	NP0	RSSB	sʌtən kəʊldfiːld		𐑕𐑳𐑑𐑩𐑯 𐑒𐑴𐑤𐑛𐑓𐑰𐑤𐑛		unknown
Market Rasen	NP0	RSSB	mɑːRkɪtreɪzən		𐑥𐑸𐑒𐑦𐑑𐑮𐑱𐑟𐑩𐑯		unknown
arcuate fasciculus	NN1	RSSB	ɑːRkjuːət fəˈsɪkjələs		𐑸𐑒𐑿𐑩𐑑 𐑓𐑩𐑕𐑦𐑒𐑘𐑩𐑤𐑩𐑕		unknown
arcuate fasciculi	NN1	RSSB	ɑːRkjuːət fəˈsɪkjəlaɪ		𐑸𐑒𐑿𐑩𐑑 𐑓𐑩𐑕𐑦𐑒𐑘𐑩𐑤𐑲		unknown
cognate accusative	NN1	RSSB	ˈkɒɡneɪt əˈkjuːzətɪv	ˈkɒɡneɪt əˈkjuːzətɪv	𐑒𐑪𐑜𐑯𐑱𐑑 𐑩𐑒𐑿𐑟𐑩𐑑𐑦𐑝	𐑒𐑪𐑜𐑯𐑱𐑑𐑩𐑒𐑿𐑟𐑩𐑑𐑦𐑝	matches
cognate accusative	NN1	GenAm	ˈkɒɡˌneɪt əˈkjuzətɪv	ˈkɒɡneɪt əˈkjuːzətɪv	𐑒𐑪𐑜𐑯𐑱𐑑 𐑩𐑒𐑘𐑫𐑟𐑩𐑑𐑦𐑝	𐑒𐑪𐑜𐑯𐑱𐑑𐑩𐑒𐑿𐑟𐑩𐑑𐑦𐑝	divergent
accusative cognate	NN1	RSSB	əˈkjuːzətɪv ˈkɒɡneɪt	əˈkjuːzətɪv ˈkɒɡneɪt	𐑩𐑒𐑿𐑟𐑩𐑑𐑦𐑝 𐑒𐑪𐑜𐑯𐑱𐑑	𐑩𐑒𐑿𐑟𐑩𐑑𐑦𐑝𐑒𐑪𐑜𐑯𐑱𐑑	matches
cognate object	NN1	RSSB	ˈkɒɡneɪt ˈɒbdʒekt	ˈkɒɡneɪt ˈɒbdʒekt	𐑒𐑪𐑜𐑯𐑱𐑑 𐑪𐑚𐑡𐑧𐑒𐑑	𐑒𐑪𐑜𐑯𐑱𐑑𐑪𐑚𐑡𐑧𐑒𐑑	matches
Stoke Newington	NP0	RSSB	stəʊk njuːɪŋtən		𐑕𐑑𐑴𐑒 𐑯𐑿𐑦𐑙𐑑𐑩𐑯		unknown
Market Weighton	NP0	RSSB	mɑːRkɪt ˈwiːtən		𐑥𐑸𐑒𐑦𐑑 𐑢𐑰𐑑𐑩𐑯		unknown
elephant trap	NN1	RSSB	ˈelɪfənt ˌtræp	ˈelɪfənt træp	𐑧𐑤𐑦𐑓𐑩𐑯𐑑 𐑑𐑮𐑨𐑐	𐑧𐑤𐑦𐑓𐑩𐑯𐑑𐑑𐑮𐑨𐑐	matches
elephant trap	NN1	GenAm	ˈeləfənt ˌtræp	ˈelɪfənt træp	𐑧𐑤𐑩𐑓𐑩𐑯𐑑 𐑑𐑮𐑨𐑐	𐑧𐑤𐑦𐑓𐑩𐑯𐑑𐑑𐑮𐑨𐑐	matches
Fond du Lac	NP0	RSSB	ˈfɒndəlæk		𐑓𐑪𐑯𐑛𐑩𐑤𐑨𐑒		unknown
Fond du Lac	NP0	GenAm	ˈfɒndəlæk		𐑓𐑪𐑯𐑛𐑩𐑤𐑨𐑒		unknown
packed like sardines	AJ0	RSSB	pækt laɪk sɑːRdiːnz	pækt laɪk sɑːRˈdiːnz	𐑐𐑨𐑒𐑑 𐑤𐑲𐑒 𐑕𐑸𐑛𐑰𐑯𐑟	𐑐𐑨𐑒𐑑𐑤𐑲𐑒𐑕𐑸𐑛𐑰𐑯𐑟	matches
packed like sardines	AJ0	GenAm	pækt laɪk sɑːRˈdinz	pækt laɪk sɑːRˈdiːnz	𐑐𐑨𐑒𐑑 𐑤𐑲𐑒 𐑕𐑸𐑛𐑦𐑯𐑟	𐑐𐑨𐑒𐑑𐑤𐑲𐑒𐑕𐑸𐑛𐑰𐑯𐑟	divergent
altruistic filicide	NN1	RSSB	ˌæltruˈɪstɪk ˈfɪlɪsʌɪd		𐑨𐑤𐑑𐑮𐑫𐑦𐑕𐑑𐑦𐑒 𐑓𐑦𐑤𐑦𐑕𐑳𐑦𐑛		unknown
ship in a bottle	NN1	RSSB	ˌʃɪp ɪn ə ˈbɒtəl	ʃɪp ɪn ə ˈbɒtəl	𐑖𐑦𐑐 𐑦𐑯 𐑩 𐑚𐑪𐑑𐑩𐑤	𐑖𐑦𐑐𐑦𐑯𐑩𐑚𐑪𐑑𐑩𐑤	matches
ship in a bottle	NN1	GenAm	ˌʃɪp ɪn ə ˈbɒtəl	ʃɪp ɪn ə ˈbɒtəl	𐑖𐑦𐑐 𐑦𐑯 𐑩 𐑚𐑪𐑑𐑩𐑤	𐑖𐑦𐑐𐑦𐑯𐑩𐑚𐑪𐑑𐑩𐑤	matches
Waldeyer's ring	NN1	RSSB	valdʌɪəRz ˌrɪŋ		𐑝𐑨𐑤𐑛𐑳𐑽𐑟 𐑮𐑦𐑙		unknown
Waldeyer's ring	NN1	GenAm	ˈvældaɪerz ˌrɪŋ		𐑝𐑨𐑤𐑛𐑲𐑧𐑮𐑟 𐑮𐑦𐑙		unknown
lick into shape	VVI	RSSB	ˌlɪk ɪntuː ˈʃeɪp	lɪk ˈɪntuː ʃeɪp	𐑤𐑦𐑒 𐑦𐑯𐑑𐑵 𐑖𐑱𐑐	𐑤𐑦𐑒𐑦𐑯𐑑𐑵𐑖𐑱𐑐	matches
lick into shape	VVI	GenAm	ˌlɪk ɪntu ˈʃeɪp	lɪk ˈɪntuː ʃeɪp	𐑤𐑦𐑒 𐑦𐑯𐑑𐑫 𐑖𐑱𐑐	𐑤𐑦𐑒𐑦𐑯𐑑𐑵𐑖𐑱𐑐	divergent
author of life	NP0	RSSB	ɔːθərəvlaɪf	ˈɔːθəR V laɪf	𐑷𐑔𐑼𐑩𐑝𐑤𐑲𐑓	𐑷𐑔𐑼𐑝𐑤𐑲𐑓	divergent
at one blast	AV0	RSSB	ət wʌn ˈblɑːst	æt wʌn blⱭːst	𐑩𐑑 𐑢𐑳𐑯 𐑚𐑤𐑭𐑕𐑑	𐑨𐑑𐑢𐑳𐑯𐑚𐑤𐑭𐑕𐑑	matches
at one blast	AV0	RSSB	ət wɒn ˈblɑːst	æt wʌn blⱭːst	𐑩𐑑 𐑢𐑪𐑯 𐑚𐑤𐑭𐑕𐑑	𐑨𐑑𐑢𐑳𐑯𐑚𐑤𐑭𐑕𐑑	divergent
at one blast	AV0	GenAm	ət wʌn ˈblæst	æt wʌn blⱭːst	𐑩𐑑 𐑢𐑳𐑯 𐑚𐑤𐑨𐑕𐑑	𐑨𐑑𐑢𐑳𐑯𐑚𐑤𐑭𐑕𐑑	divergent
Traverse City	NP0	GenAm	ˈtrævəRs ˈsɪti	ˈtrəvɜːRs ˈsɪti	𐑑𐑮𐑨𐑝𐑼𐑕 𐑕𐑦𐑑𐑦	𐑑𐑮𐑩𐑝𐑻𐑕𐑕𐑦𐑑𐑦	divergent
Traverse City	NP0	RSSB	trævərs ˈsɪti	ˈtrəvɜːRs ˈsɪti	𐑑𐑮𐑨𐑝𐑼𐑕 𐑕𐑦𐑑𐑦	𐑑𐑮𐑩𐑝𐑻𐑕𐑕𐑦𐑑𐑦	divergent
New Bern	NP0	GenAm	ˈnuːbərn	nuː bɜːRn	𐑯𐑵𐑚𐑼𐑯	𐑯𐑵𐑚𐑻𐑯	divergent
chase pennies with dollars	VVI	GenAm	tʃeɪs ˈpeniz wɪð ˈdɒləRz	tʃeɪs ˈpeniz wɪθ ˈdɒləRz	𐑗𐑱𐑕 𐑐𐑧𐑯𐑦𐑟 𐑢𐑦𐑞 𐑛𐑪𐑤𐑼𐑟	𐑗𐑱𐑕𐑐𐑧𐑯𐑦𐑟𐑢𐑦𐑔𐑛𐑪𐑤𐑼𐑟	divergent
Nassau County	NP0	GenAm	ˈnæsɒ ˈkaʊnti		𐑯𐑨𐑕𐑪 𐑒𐑬𐑯𐑑𐑦		unknown
Nassau County	NP0	GenAm	ˈnæsɒ ˈkaʊti		𐑯𐑨𐑕𐑪 𐑒𐑬𐑑𐑦		unknown
Nassau County	NP0	RSSB	ˈnæsɔː ˈkaʊnti		𐑯𐑨𐑕𐑷 𐑒𐑬𐑯𐑑𐑦		unknown
Lake Charles	NP0	GenAm	leɪk tʃɑːRlz	leɪk tʃɑːRlz	𐑤𐑱𐑒 𐑗𐑸𐑤𐑟	𐑤𐑱𐑒𐑗𐑸𐑤𐑟	matches
leaf tier	NN1	RSSB	liːftaɪəR	liːf tɪəR	𐑤𐑰𐑓𐑑𐑲𐑼	𐑤𐑰𐑓𐑑𐑽	divergent
leaf tier	NN1	GenAm	ˈliːfˌtaɪəR	liːf tɪəR	𐑤𐑰𐑓𐑑𐑲𐑼	𐑤𐑰𐑓𐑑𐑽	divergent
hold my beer	UNC	RSSB	həʊld maɪ bɪəR	həʊld maɪ bɪəR	𐑣𐑴𐑤𐑛 𐑥𐑲 𐑚𐑽	𐑣𐑴𐑤𐑛𐑥𐑲𐑚𐑽	matches
hold my beer	UNC	GenAm	hoʊld maɪ bɪr	həʊld maɪ bɪəR	𐑣𐑴𐑤𐑛 𐑥𐑲 𐑚𐑦𐑮	𐑣𐑴𐑤𐑛𐑥𐑲𐑚𐑽	divergent
adult baby	NN1	RSSB	ˌædʌltˈbeɪbi	ˈædʌlt ˈbeɪbi	𐑨𐑛𐑳𐑤𐑑𐑚𐑱𐑚𐑦	𐑨𐑛𐑳𐑤𐑑𐑚𐑱𐑚𐑦	matches
adult baby	NN1	RSSB	ˌædəltˈbeɪbi	ˈædʌlt ˈbeɪbi	𐑨𐑛𐑩𐑤𐑑𐑚𐑱𐑚𐑦	𐑨𐑛𐑳𐑤𐑑𐑚𐑱𐑚𐑦	divergent
adult baby	NN1	GenAm	ˌædəltˈbeɪbi	ˈædʌlt ˈbeɪbi	𐑨𐑛𐑩𐑤𐑑𐑚𐑱𐑚𐑦	𐑨𐑛𐑳𐑤𐑑𐑚𐑱𐑚𐑦	divergent
adult baby	NN1	GenAm	əˌdʌltˈbeɪbi	ˈædʌlt ˈbeɪbi	𐑩𐑛𐑳𐑤𐑑𐑚𐑱𐑚𐑦	𐑨𐑛𐑳𐑤𐑑𐑚𐑱𐑚𐑦	matches
via ferrata	NN1	RSSB	ˌviːə fərɑːtə		𐑝𐑰𐑩 𐑓𐑼𐑭𐑑𐑩		unknown
dolce vita	NN1	RSSB	ˌdɒltʃeɪ ˈviːtə		𐑛𐑪𐑤𐑗𐑱 𐑝𐑰𐑑𐑩		unknown
dolce vita	NN1	GenAm	ˌdoʊltʃeɪ ˈvitə		𐑛𐑴𐑤𐑗𐑱 𐑝𐑦𐑑𐑩		unknown
East Kilbride	NP0	RSSB	ˌiːst kɪlˈbraɪd		𐑰𐑕𐑑 𐑒𐑦𐑤𐑚𐑮𐑲𐑛		unknown
West Kilbride	NP0	RSSB	ˌwest kɪlˈbraɪd		𐑢𐑧𐑕𐑑 𐑒𐑦𐑤𐑚𐑮𐑲𐑛		unknown
North Berwick	NP0	RSSB	nɔːRθ ˈberɪk	nɔːRθ ˈberɪk	𐑯𐑹𐑔 𐑚𐑧𐑮𐑦𐑒	𐑯𐑹𐑔𐑚𐑧𐑮𐑦𐑒	matches
pleasing fungus beetle	NN1	RSSB	ˈpliːzɪŋ ˈfʌŋɡəs ˈbiːtəl	ˈpliːzɪŋ ˈfʌŋɡəs ˈbiːtəl	𐑐𐑤𐑰𐑟𐑦𐑙 𐑓𐑳𐑙𐑜𐑩𐑕 𐑚𐑰𐑑𐑩𐑤	𐑐𐑤𐑰𐑟𐑦𐑙𐑓𐑳𐑙𐑜𐑩𐑕𐑚𐑰𐑑𐑩𐑤	matches
pleasing fungus beetle	NN1	GenAm	ˈplizɪŋ ˈfʌŋɡəs ˈbitəl	ˈpliːzɪŋ ˈfʌŋɡəs ˈbiːtəl	𐑐𐑤𐑦𐑟𐑦𐑙 𐑓𐑳𐑙𐑜𐑩𐑕 𐑚𐑦𐑑𐑩𐑤	𐑐𐑤𐑰𐑟𐑦𐑙𐑓𐑳𐑙𐑜𐑩𐑕𐑚𐑰𐑑𐑩𐑤	divergent
Orleans Parish	NP0	GenAm	ɔːRˌliːnz ˈpærɪʃ	ɔːRˈlɪənz ˈpærɪʃ	𐑹𐑤𐑰𐑯𐑟 𐑐𐑨𐑮𐑦𐑖	𐑹𐑤𐑾𐑯𐑟𐑐𐑨𐑮𐑦𐑖	divergent
nearest and dearest	AJ0	RSSB	nɪərɪstən dɪərɪst	ˈnɪərəst N ˈdɪərəst	𐑯𐑽𐑦𐑕𐑑𐑩𐑯 𐑛𐑽𐑦𐑕𐑑	𐑯𐑽𐑩𐑕𐑑𐑯𐑛𐑽𐑩𐑕𐑑	divergent
nearest and dearest	AJ0	GenAm	ˈnɪrɪstən ˈdɪrɪst	ˈnɪərəst N ˈdɪərəst	𐑯𐑦𐑮𐑦𐑕𐑑𐑩𐑯 𐑛𐑦𐑮𐑦𐑕𐑑	𐑯𐑽𐑩𐑕𐑑𐑯𐑛𐑽𐑩𐑕𐑑	divergent
nearest and dearest	NN1	RSSB	nɪərɪstən dɪərɪst	ˈnɪərəst N ˈdɪərəst	𐑯𐑽𐑦𐑕𐑑𐑩𐑯 𐑛𐑽𐑦𐑕𐑑	𐑯𐑽𐑩𐑕𐑑𐑯𐑛𐑽𐑩𐑕𐑑	divergent
nearest and dearest	NN1	GenAm	ˈnɪrɪstən ˈdɪrɪst	ˈnɪərəst N ˈdɪərəst	𐑯𐑦𐑮𐑦𐑕𐑑𐑩𐑯 𐑛𐑦𐑮𐑦𐑕𐑑	𐑯𐑽𐑩𐑕𐑑𐑯𐑛𐑽𐑩𐑕𐑑	divergent
Suffolk County	NP0	GenAm	ˈsʌfək ˈkaʊnti	ˈsʌfək ˈkaʊnti	𐑕𐑳𐑓𐑩𐑒 𐑒𐑬𐑯𐑑𐑦	𐑕𐑳𐑓𐑩𐑒𐑒𐑬𐑯𐑑𐑦	matches
Suffolk County	NP0	RSSB	ˈsʌfək ˈkaʊnti	ˈsʌfək ˈkaʊnti	𐑕𐑳𐑓𐑩𐑒 𐑒𐑬𐑯𐑑𐑦	𐑕𐑳𐑓𐑩𐑒𐑒𐑬𐑯𐑑𐑦	matches
Suffolk County	NP0	GenAm	ˈsʌfək ˈkaʊti	ˈsʌfək ˈkaʊnti	𐑕𐑳𐑓𐑩𐑒 𐑒𐑬𐑑𐑦	𐑕𐑳𐑓𐑩𐑒𐑒𐑬𐑯𐑑𐑦	divergent
help vampire	NN1	RSSB	ˌhelp væmpaɪəR	help ˈvæmpaɪəR	𐑣𐑧𐑤𐑐 𐑝𐑨𐑥𐑐𐑲𐑼	𐑣𐑧𐑤𐑐𐑝𐑨𐑥𐑐𐑲𐑼	matches
help vampire	NN1	GenAm	ˌhelp ˈvæmpaɪəR	help ˈvæmpaɪəR	𐑣𐑧𐑤𐑐 𐑝𐑨𐑥𐑐𐑲𐑼	𐑣𐑧𐑤𐑐𐑝𐑨𐑥𐑐𐑲𐑼	matches
damnatio memoriae	NN1	RSSB	damˌnɑːtɪəʊ mɪmɔːrɪaɪ		𐑛𐑨𐑥𐑯𐑭𐑑𐑾𐑫 𐑥𐑦𐑥𐑹𐑦𐑲		unknown
damnatio memoriae	NN1	RSSB	damˌneɪʃɪəʊ mɪmɔːriːː		𐑛𐑨𐑥𐑯𐑱𐑖𐑾𐑫 𐑥𐑦𐑥𐑹𐑰		unknown
damnatio memoriae	NN1	GenAm	dæmˌnɒtioʊ məˈmɔːRiaɪ		𐑛𐑨𐑥𐑯𐑪𐑑𐑦𐑴 𐑥𐑩𐑥𐑹𐑦𐑲		unknown
